time,title,intro
2016-09-13 00:37,为迎新同学，南校齐准备,"   
    金秋九月，暨南园将盛情迎接2016级新生的到来。9月19日，暨南大学2016级新生将入学报到。今年，暨南大学南校区将迎来2800名左右新生，目前，南校区各单位迎新准备工作正紧锣密鼓展开。
有序细分工，部门齐合作
    整个迎新工作将做到：周到细致，准时完成，热情服务，快速处置。校区各单位有序分工，紧密合作…"
2016-09-01 13:25,“矢量”情怀，坚定自己的方向,"    2016年8月24至26日，一场主题为“地产争霸”的大型商战比赛在佛山金融城富豪酒店举办，来自暨南大学等多所大学的共18支学生队伍，模拟开发商、建材商、建筑商、银行与传媒行业，进行三天两晚的激烈角逐，争夺各行业第一。
个人情怀，开始创业
    这场商战由广州矢量卓绝教育科技有限公司（以下简称&ldqu…"
2016-08-29 10:57,夏天了我的夏天——记国际商学院2016台湾实习营,"柴静用记者的眼睛看见了大事件中默默无闻，但感动人心的人和事，我们也要学会用我们的眼睛，去看见，用我们的心，去体会，能在生活中发现美好的人，一定是最幸福的人。

(实习营学员在垦丁骑行)
台湾之行，不多不少，刚满三周。用21天的时间，或许可以让人养成阅读、思考的习惯，又或许可以让人学会感悟人生、思考人生…"
2016-08-28 11:01,中国文化之旅：让暨大学子在行走中思考,"    7月17日，三百多名师生从暨南大学校本部出发，开始了一段难忘的旅程。他们参加的，是由国务院侨务办公室主办的中国文化之旅活动，这是暨大的品牌活动之一，每年寒、暑假，学校都会组织一批以外招生为主的同学去往全国各地，游览祖国大好河山，深入了解每个地方的文化，感受不同于课堂的教育体验。
    今年暑期的文…"
2016-07-06 18:41,五彩华章祝校庆 赤子之心献给党,"    7月1日下午，暨南大学礼堂迎来了 “颂歌献给党”-庆祝建党95周年暨迎校庆110周年2016年教职工合唱比赛。本次比赛由校工会委员会承办，来自24个二级工会，共17所代表队参加。最终，5支代表队获得金奖，其中外国语学院、新闻与传播学院、教育学院、艺术学院四院联队带来的民族歌曲表演格外引人注目。
你方唱…"
2016-07-01 10:30,“挑战杯”金奖背后的故事,"在近期落下帷幕的“挑战杯·创青春”广东大学生创业大赛中，暨南大学取得了不错的成绩，其中“矢量卓绝教育科技有限公司”“iLeading景区导航科技有限公司”两个项目更是摘得金奖。
高校内的模拟商战
2016年“挑战杯”决赛中，拿走金奖的是四个大男生，他们是“矢…"
2016-06-26 20:45,美国交流生遇上暨南学子：原来我们有很多相似之处,"    近日，我校珠海校区举行第五届全球学习营闭幕仪式，来自威斯康星大学欧克莱尔分校的美国交流生结束为期十天的学习营。在这十天里，他们与buddies（我校志愿者的代称）共同参观广州、珠海两地的企业，游玩名胜古迹和学习中国文化，两国学生建立了深厚的友谊。临别时，他们互相赠送礼物，以纪念彼此陪伴的点点滴滴。
…"
2016-06-17 11:20,【“暨南奥斯卡”系列报道】姜南瑾：舞·动人生,"    个子高挑，一双匀称健美的长腿下穿着显眼的玫红色NIKE运动鞋，姜南瑾的外形让人联想起活力四射的运动达人。荣获我校“5A卓越引领计划”中“体育之星”的姜南瑾是国际学院药学专业2012级学生，她曾担任NIKE校园形象大使，同时也是UNIQUE舞蹈团队的创始人之一。
舞出独特——UNIQUE舞团…"
2016-06-17 11:09,【“暨南奥斯卡”系列报道】“暨南之星”彭君麟：从公益到创业，一直在路上,"    彭君麟是暨南大学环境学院2012级环境科学班的学生，作为一个准毕业生，在离开学校之前获得“暨南之星”这个奖项，是他的一个心愿。“我们学院是14年成立的，我很开心为学院拿下了第一个‘暨南之星’”。
从 “学环科”到“做公益”
    抱着“以后找份高薪…"
2016-06-15 09:11,【“暨南奥斯卡”系列报道】见证“暨南奥斯卡”成长的那些人,"    6月2日下午，被誉为“暨南奥斯卡”的“5A卓越引领计划”颁奖典礼在校本部礼堂举行。今年是“5A卓越引领计划”启动的第四年，颁奖典礼上，获奖的“星星”们一直在变化，但是还有一些人，四年来从未离开，见证着“5A卓越引领计划”的成长。
叶志海：遇到困难的时候…"
,,
2016-06-08 17:35,大榕树音乐节，一场冰与火之歌,"    晚上9点，像过去的三年一样，邓博铭来到了吉他社，作为吉他社的社长，他今晚的任务是要把大榕树音乐节的发票交给社联的负责人。
    金陵广场在夜晚总是热闹非凡，大妈们随着音乐认真地跳着广场舞，学生们参与着各种社团活动。尽管看上去，吉他社只是安静地坐落在金陵广场的一角，但在邓博铭心中，并不是如此。
   …"
2016-06-07 19:43,【“暨南奥斯卡”系列报道】“公益之星”刘佳盛与他的“壹众”故事,    “进取不止，自强不息，热爱学术更热心公益。”2016年6月2日，在被誉为“暨南奥斯卡”的“5A卓越计划“颁奖典礼上，作为“公益之星”的刘佳盛与大家一同唱响主题曲《最闪亮的星星》。当唱起这一句时，刘佳盛感想良多，初入学的懵懂少年成长为今日的闪烁明星，由他一手创办的…
,,
2016-05-31 10:29,平凡生活也有英雄梦想，我校学子收到世界四大名校OFFER,"【个人简介】洪希柠，女，汉族，1994年6月11日出生，共青团员，我校国际商学院金融学2012级学生。
【获奖情况】2012-2013年度优秀学生三等奖学金、2013-2014年度优秀学生二等奖学金;2013年全国大学生数学建模竞赛国家二等奖、2013年全国大学生电工数学建模竞赛国家二等奖、2014年美国大学生数学建模竞赛国际二等奖;暨南…"
2016-05-24 13:00,青春健康同伴教育服务部：用同伴教育让你“大方地谈‘性’”,    “在小的时候，你们的爸爸妈妈是否有带你们去参观过这些展览呢？反正我爸妈没有~”主持人蒙恬的一个问题将大家的注意力吸引到屏幕中正在放映的图片上，图中是一位女性弯腰向小朋友讲解着什么，蒙恬解释，这是一场以性为主题的展览。这是5月15日晚的医学院408活动室，由暨南大学医疗青年志愿者服务队青春健…
2016-05-23 17:33,与你相遇好幸运——剑桥大学,"那是一串火花，一次远行，亦是一场思考。
时隔三个月，再次谈起寒假在剑桥修学(Cambridge Academic Development Seminar)的那段时光,脑海中依旧满载着美好。
初入眼帘，令我印象极深的便是剑桥大学保持完好的古典风格建筑，无论是国王学院的哥特式，还是纽南学院维多利亚时代的建筑风格。都显得格外庄重而典雅，厚重中…"
2016-05-26 09:23,对话“东方的希腊”：暨南学子巴厘岛公益行,"钴蓝色没有一丝沾染的天与海，原著居民清澈淳朴的眼眸与单纯善良的心，家家户户门前供奉的神龛与每天虔诚的祈福，是我对巴厘岛最深的印象。

然而在这一份原始与自然美之下，却是教育资源的相对匮乏的窘况，没有人回应孩子们渴求知识的大眼睛，没有人告诉他们怎么应对来自世界各地歧视异样的眼神，更没有人用心呵护他们…"
2016-05-20 09:22,两岸学子在首届海峡两岸暨南结构模型大赛中建构友谊之桥,"5月15日，我校在曾宪梓科学馆举办了首届海峡两岸暨南结构模型大赛暨第九届暨南大学结构模型大赛，台湾暨南国际大学的同学们也参加了此次大赛。我校理工学院的志愿者同学接待了这群从海峡彼岸来的客人，并与他们共度三天。
比赛“大开眼界”，期待你来我往互学习
15日下午，首届海峡两岸暨南结构模型大赛正式…"
2016-05-09 20:23,罕见病公益人潘龙飞：我从“外星人”变成人类,"    近日由暨南大学珠海校区团工委学术科技部举办的真人图书馆活动在暨南大学珠海校区行政楼三楼多功能厅举行。“阅读之前，没有真相”。而笔者要阅读的是一个关于“罕见”的故事，探询关于罕见病的“真相”。

（罕见病公益人潘龙飞作客暨南大学珠海校区真人图书馆）
    故事的主人公…"
2016-05-09 20:24,我校珠海校区真人图书馆：打破观念的沟壑,    你无法控制生命的长度，但是你可以在生命过程中扩宽你的见识，走近他人的生命，了解更多人生的可能；你可以与他人面对面，感受他人的温度，翻阅他们的故事，获得更多的人生体验。近日，我校珠海校区就举行了这样的一场“真人图书馆”。这一次供大家阅读的“图书”有旅行摄影师－行者老湖、肚皮舞…
2016-05-09 13:21,调查：珠海校区的我们，安全吗？,"    近日，一条消息在暨南人的朋友圈迅速流传，内容大意为珠海校区五位同学目睹一全裸黑瘦男子在1栋二楼自习室门口面对女生宿舍进行某不雅行为。虽校方随后即赶往现场调查，但该男子早已不见踪影。
    一时间，该事件在珠海校区掀起轩然大坡。由于当事人称“该名男子并未在校内见过”，而类似事件也曾发生在…"
2016-05-05 09:27,南校区跆拳道社：帅气的不仅仅是回旋踢,"    帅气的回旋踢，气势十足的口号， 整齐划一的姿势……暨大南校区T2宿舍楼架空层里，身穿跆拳道服的跆拳道社员在一遍又一遍练习着自己的动作。这，就是跆拳道社在分部南校日常训练的场景。他们的风采经常吸引来往的学生的目光。

（社员在练习腾空侧踢）
   我校跆拳道协会是在2011年由学生社联与文贤跆…"
2016-04-15 16:20,向诺奖大师提问是怎样一种体验？,"
    “Check that ego at the door——不要过于尊重而失去了主见。”这是Heckman教授送给每位勇敢探索学术问题的同学的勉励之言。
    3月14日，2000年诺贝尔经济学奖得主James J.Heckman教授受暨南大学经济与社会研究院以及国家外国专家局的邀请，访问暨南大学。此行，Heckman教授给数百名师生带…"
,,
2016-04-12 15:32,我校学子陪伴城市流动儿童学摄影,"    “姐姐，我们一会儿是要到操场拍照吗？”一个脖子上围着红领巾，胖乎乎的小男孩跑过来问刚刚走到课室的志愿者，听到肯定的答复后，他兴冲冲的进入课室，大声地告诉他的同伴。
    这一幕发生在珠海市香洲区广昌小学。我校的五位摄影爱好者在远博社会工作促进中心的社工张悦的带领下来到学校，义务开设为期…"
2016-04-06 11:46,迈向高水平·暨大的青藏高原之声,"    我校正在努力建设成为国内一流、国际知名的高水平大学，这承载着千千万万我校师生的期望。迈向高水平大学，需要师生通力共进。让我们一起来听一听来自我校的青藏高原之声！学子去西藏服务，西藏学子来我校求学，传播知识与渴求知识的碰撞，文化的交流，援藏和互相进步永不停歇。
带着“忠信笃敬”志愿服务…"
2016-04-06 09:18,最美支教女生—07级陈婷别样的创业与公益生活,"    2015年5月，陈婷创立了致力于健康养生的西遇品牌，并且自品牌创立以来一直秉持着“把最原生态、最天然的藏区产品带给大家，把更好的生活带给藏民”的理念，让大家更多地了解藏区，了解“健康是最富贵的财富”。

（陈婷与藏区小朋友）
    正是这一份特殊的创业经历培养了陈婷对西藏不一样的…"
2016-03-31 11:19,“挑战杯”创业团队打造椰糠环保产业链,本届挑战杯所涌现出来的创业团队只是我校创新创业人才的一个部分。为响应国家“大众创业、万众创新、创新驱动发展”战略，推进高水平大学建设，我校出台了《暨南大学高水平大学建设与综合改革方案》，将创新人才培养机制作为改革的重要任务之一。挑战杯涌现出来的创新创业团队，也是我校围绕立德树人根本任务，培育高素质…
2016-03-29 09:00,“风光爱好者”黄启乐：高处的热爱,"    在2015年的最后几天，黄启乐在他的LOFTER上发了一段感慨：
    “2015最后一爬，很快就会迎来2016。一年时间过得真快。今年是我对摄影最投入的一年，几乎有时间我就会拿起相机往外跑。我被嘲笑过，被称赞过，也被自己质疑过，但是，其实能够从摄影获得快乐，就是最纯粹的满足，何必在乎太多？希望2016仍能带着…"
2016-03-29 08:36,在这股倒春寒里，你是否感受到了他们的温度,"    在暨南园中，你是否注意到有这样一群人，他们默默工作，就算节假日也仍然坚守在自己岗位上，发光发热。正是他们，给这股倒春寒增添了一丝温暖。
  
 （早点师傅清晨制作早餐）
    凌晨三点，当多数人都还沉浸在甜美的梦乡，食堂师傅张圣文早早地从住处出发，在昏暗的路灯下骑着车来到食堂。他的工作是和同事一起…"
2016-03-21 11:41,“时光机”的故事：怀着热诚不断前进的暨南人,今年，时光机剧组打算推出 “毕业季”创业项目，帮学生拍写真、MV，同时会跟合作方合作拍小短剧。对于未来的发展方向，他们将会尝试各种各样的风格，不断地摸索适最适合时光机的发展道路。
2016-03-07 08:50,这个春节，暨大AIESECer过得不一般,2016年寒假，我校共有45名AIESEC成员分赴印度、汕头等各地开展志愿服务，其中海外志愿者25人，国内志愿者20人。AIESEC是全球最大的由青年领导的组织，致力于提供一个供青年学生发展自身领导力的平台。AIESEC成员们被称为AIESECer。
2016-01-15 15:50,爱科研爱生活的“正能量王子”,"    
    “上进、自律、颜值高”，用这三个词来形容这个身高1米8的大男生再合适不过了。他当过班长、喜欢打篮球、组织过院系元旦晚会。大学校园里，钟爱运动还热心集体事务的男生总是特别受欢迎。不同的是，刘光天一不小心让这份欢迎来得更猛烈了些，获得第十四届“挑战杯”全国大学生课外学术科技…"
2015-12-21 19:05,我校学子创新商业模式公益推广无公害稻米,"    一群大学生在支持生态建设的前提下，利用新媒体工具和商业模式的创新帮助农村增加收入，丰富收入来源结构，他们是怎么做到的呢？
    近日，暨南大学珠海校区创行团队在香洲区柠溪文化广场摆摊，向路过的市民推广销售由斗门区新农人稻菜生产合作社出产的生态米。现场为路人提供了米饭和配菜试吃，引起附近社区的不少…"
2015-12-16 16:49,【微信】征集令｜我要，上好课！,"我是一条
-征集令-
邻近期末，听了一学期的课
或许很多节课，你都昏昏欲睡
或许很多节课，你都低头玩着手机
(不说实话可以吗)

但是
总有一节课让你兴趣盎然
精彩的课程，我们一起分享

你心中的精彩好课是怎么样的
可能是这样的......
吸引了全班的目光

(田明，暨南大学社会科学部讲师)
 
也有可能是…"
2015-12-14 09:03,世界广府人恳亲大会上的“暨南红白蓝”,"    12月2日-4日，第二届世界广府人恳亲大会在珠海横琴召开。会议期间，暨南志愿者早早地通过培训上岗，分组完成了随团服务、前台接待、VIP接待等工作。红色的风衣，白色的裤子，蓝色的腰包，“暨南红白蓝”成为世界广府人恳亲大会上一道靓丽的风景线。
    志愿者们的工作主要有：随团服务，协助、指引嘉宾上…"
2015-12-11 09:29,【北极光30周年】第一届“北极光”冠军得主黄若雄的两三事,再谈起“北极光”，黄若雄感慨万千，“北极光能举办30年，并仍然充满生命力，绝不是幸运使然。”黄若雄说，“是因为从第一届起，学生们在办大赛时就能吃得起苦，把起点抬得很高，把立意做得很好，而历届的同学们也传承着这种精神，才能让它在广州这样的环境中发光发热。”
2015-12-08 15:40,“饭团”们的美好回忆,"“饭团”是我校珠海校区勤工助学饭堂服务部的同学们对自己的昵称，一直以来，“饭团”们忙碌地穿梭于饭堂中，擦桌子、接餐盘、卖早餐......如今，这些已经成为他们美好的回忆——11月底，经过学校领导和饭堂承包公司负责人的讨论后，我校珠海校区的饭堂服务部成员调岗到其他勤助部门。

…"
2015-12-07 10:50,【微信】暨珠，我依旧和你相爱,"    每年开学季，广州本部总有涌现一批新面孔，除了鲜嫩嫩的大一新生，里面还有一大批从珠海回迁本部的大三学生。曾经在珠海的两年生活，印在他们美好的青春纪念册上。我常常听珠海回迁的学长学姐感慨暨珠的美好，怀念在暨珠的生活。今天，小楠就做一个记录者，写下他们对暨珠的爱恋。
 

    “暨珠很安静，很惬…"
2015-12-01 12:05,书说故事情，人闻书香味,"    “真人图书馆”来啦！近日，2015年图书馆宣传月系列活动之一，暨南书悦会暨“悦人·真人图书馆”活动在南校区图书馆正式启动。
    本次活动中，五本“真人图书”分享了自己的真实故事，读者阅读气氛高涨，“真人图书”与读者之间相互交流，碰撞出思想的火花。&ldquo…"
2015-12-01 10:53,关爱自闭症儿童，为爱而跑,"    11月26日下午，“益路同行，心系未来”环校公益跑活动于南校区文化广场举行。
    学校党委副书记、副校长叶勤宣布志愿者文化节开幕，首发活动公益环校跑随即展开。环校跑队伍绕田径场一圈后，沿弘义路前行，横跨镜湖博文桥，经五洲英才广场，到南门前的广州路，最终沿弘仁路返回田径场。环校跑队伍由各学…"
2015-11-26 19:18,翻译学子连续五年上榜“韩奖”，获奖高招你知多少？,"我校翻译学院选手连续五年在“韩素音青年翻译奖”竞赛中获奖，共计21人次，连续三年在全国参赛高校中位列全国前三、广东省第一。

"
2015-11-25 17:01,粤港学子联合打造休闲之所,"    10月28日，我校大学生创新创业实践基地在南校区揭牌，由暨大粤港学子联合自主打造的创新创业实践平台——四洲紫菜生活馆同时开业。
    紫菜生活馆由四洲集团董事局主席、我校校董戴德丰资助，这里的员工几乎都是粤港学子，开业短短一个多月就深受广大学子的喜爱。
设计独特，地势优越
    紫菜生活馆的…"
2015-11-19 12:44,北极光：暨南园里的“中国好声音”,    “如果世界太危险，只有音乐最安全，带着我进梦里面，让歌词都实现。”音乐是人生的调味品，它能带给青年美的感受，而暨南大学的北极光歌唱大赛（以下简称“北极光”）更是一个绚烂的舞台，作为暨南园里的“中国好声音”，它一直把最动听的声音呈现给观众，激励热爱音乐的学子。最近，…
,,
2015-11-18 09:51,毕业30年返校 64栋旁踢足球,"    2015年11月15日，是我校109周年校庆日，也是81级校友毕业30周年返校日。81级历史系和81级生物系的校友在校庆前一天从世界各地赶回来， 在曾经的64栋前组织了一场别开生面的足球赛。
30年前，同在64栋的打闹中成长
    1978年我校复办，学校安排历史系和生物系学生住在64栋（现苏州苑41栋）。当时男女混住，男生住一…"
2015-11-17 17:25,ONESHOW暨大广告团队在“绕圈+跑步”中斩金,品牌店的顾客在展架上拿出一双鞋子，然后惊讶地掏出鞋子里面的小鞋(ashoeinashoe)，最终镜头定格在鞋子的标签上，上面显示贫困山区儿童的照片。
2015-11-14 14:06,"【微信】清晨五点半,你是暨南的第一道曙光","    每天凌晨5点半，暨大学生们都还在熟睡中迎来明天的曙光，然而宿管阿姨还在坚守、食堂工人还在忙碌、保安和清洁阿姨还在坚守岗位。请跟随记者，去了解他们的工作状况。 
这是清晨五点半的暨南
清晨五点半，天还是黑的。
黑暗中的一点光亮
大部分来自宿舍楼下的值班室。
阿姨说她需要通宵值班，
夜很长，时间也很…"
2015-11-23 09:02,连续五年上榜韩素音翻译奖 暨南高招你知多少？,    10月17-18日，宁波大学公布第二十七届韩素音青年翻译奖竞赛结果，我校有五位翻译学子在比赛中取得佳绩，其中刘平华、邓惠、陈思佳获英译汉优秀奖，陈晨、赖天成获汉译英优秀奖。在这个国内最高级别的翻译比赛里，我校翻译学院的学子连续五年榜上有名，获奖总计21人次。近日，记者走访翻译学院师生，了解翻译学院连获…
2015-11-10 16:27,从学生到兼职辅导员的距离,"    她是一个普通的大二学生，在同学眼中，她是一个可以依靠的朋友；而在大一新生的眼中，她是一个严谨认真、体贴温柔的兼职辅导员。看到这，你是否有疑惑？其实，她并没有那么神秘。她是14级环境科学专业本科生李亚妮。



（李亚妮在辅导员办公室办公）
勇敢出击，抓住机遇
    谈起成为兼职辅导员的经过，李亚妮…"
2015-11-04 09:34,万圣节，医学院学子“打鬼”内外招生打成一片,"    10月的最后一个晚上，医学院院楼门口排起了长龙，楼里也多了一些特别的“动静”，原来这里正进行惊心动魄的万圣节“鬼屋”活动。
    “鬼屋”活动由医学院团委学生会主办，主题为“百货公司”。活动设置了5个片区，包括餐厅区、乐器区、小丑区、理发区、时装区。参加活动…"
2015-10-27 17:31,开学至今，“小葡萄”忙什么？,"    一个半月前，一群“小葡萄”怀着对美好大学生活的无限畅想从全国乃至世界各地来到我校。在美丽雄伟的暨南拱门前，他们拍照留念，也留下了“努力让自己成为优秀暨南人”的雄心壮志。
    经过新生训练营的“热场”、紧张有序的学习、社团组织招新的磨练以及各种比赛的考验后，现在&ldq…"
2015-10-27 15:37,高绩点的语言达人,"    上大学前就考过雅思、托福，现在担任班长职务、绩点遥遥领先，精通西班牙语……他是国际学院的大二学生Kevin龙志钰。
经历独特，优势明显
    Kevin是一名华侨，9岁那年便跟随父母到巴拿马（位于中美洲的小国家），在那里Kevin接受了小学和中学教育。“我所在的学校是全英授课，所以我的英语还不…"
2015-10-26 11:37,我校学子用蚯蚓净化垃圾在世界舞台获得认可,"    10月14-16日，以中国区总冠军身份代表中国参赛的我校创行团队，在2015年南非创行创新公益世界杯赛上进入全球24强，并最终获得三等奖。他们带去的“绿动未来”项目将焦点定在利用蚯蚓堆肥的方法实现厨余垃圾资源化循环再利用上。目前，这一技术已经得到应用推广，并推出了农政企三方合作模式。

（我校创…"
2015-10-21 09:47,我校学生创业团队众筹制作“新生之夜”蛋糕,“新生之夜”蛋糕来自我校一个学生创业团队的Wecake项目。Wecake以“情感定制，共享互联网个性生活”为宗旨，着力去打造高效的“互联网+定制”的O2O新模式。
,,
,,
2015-10-16 10:24,【创新创业】细胞大厦的“建筑工”,"
   
    帮心脏制作创可贴，为人体角膜寻找替代品，这些看似高难度的任务，却是一群本科生几乎每天要面对的。今年9月，“组织工程板层角膜的体外快速三维重建”项目在教育部主办的第八届全国大学生创新创业年会上，获得“优秀学术论文”及“最具眼光奖”，年轻的团队在老师的指导下，又…"
2015-10-16 10:09,【创新创业】绿色创意 环保梦想,"
  
    在第八届全国大学生创新创业年会上，一个“大家伙”吸引了大家的目光，来自暨南大学环境学院的团队凭借这套“有害气体净化装置”一举拿下“最佳创意项目”及“我最喜爱项目”两项大奖。
    2014年，几个因绿色青年志愿者服务队（以下简称“绿青”）结缘的…"
2015-10-08 15:23,【暑期三下乡】搭一座通往世界的彩虹桥——关注自闭儿童,"
一个下乡旅程
二大导师
三位帅哥
四大物资准备
五天旅程
六个学院尖子
七个调研考察方案
八件团队主要工作
九位美女
十分完美
    真正接触到自闭症儿童时，你就会深刻体会到自闭症的另一个名称——孤独症。看着他们纯净如水的眼睛，内心会被感动，也会有微微的刺痛感：他们就在你眼前，你却难以走…"
,,
2015-10-08 15:16,【文化之旅】探访大漠古国 追寻西夏文明,"
    7月19日，暨南大学2015年中国文化之旅夏令营西夏团的29位师生顺利抵达宁夏回族自治区银川市，开启了学习考察宁夏历史文化、民族风情、宗教文明的“移动课堂”。
初遇回乡文化，溯源“一带一路”
    “银川信是米粮川，秋实如云喜报连”，如我开国元勋董必武先生所说，银川素有&ld…"
2015-10-08 15:06,【文化之旅】最是“暨”情俏江南,"
    “扬子滔滔连珠江，暨南教泽播八方，百年沧桑千里路，一朝涅盘出凤凰……”如果不是因为置身在灯火辉煌、熙来攘往的上海外滩街头，大家还会以为是一场精彩的校歌合唱比赛，这是来自暨南大学中国文化之旅江南团的同学们在上海外滩街头的一个有趣小片段。
    2015年7月19日至23日，27名暨大…"
2015-09-25 10:49,【暨南新面孔系列之九】暨南人 一起来“点亮”创意造型,“RUNNING JNU”、“JNU 109”、“FUTURE”、“七彩梦”，每一次创意造型的最终呈现，都需要上千名新生的共同努力，需要老师、新生志愿者、老生在幕后辛勤付出。“这不单单是一个个简单的创意造型，也是我们暨南人的创新创造、奋进拼搏、团结协作精神的体现。”
2015-09-18 11:07,【暨南新面孔系列之七】“小葡萄”的力量角逐,"    9月15日，我校南校区2000余名新生组成12支学院队伍，在南校区田径场上进行拔河比赛。赛场上人头攒动、院旗飘扬、欢呼声与加油声此起彼伏。运动员们劲头十足，在这场力量角逐中赛出了风采、赛出了魄力。
    此次拔河比赛采用三局两胜制。初赛分为A、B、C三组，每组有三个学院，在小组内夺冠者即可出线，参加复赛。生…"
2015-09-18 09:31,【暨南新面孔系列之六】新生助教：万紫丛中一点红,"    新生训练营开营以来，学校各个角落都被星星点点的紫色点缀。万紫丛中，总有那么几点红色穿梭其中，他们便是新生们的助教。这些助教大多数由大二的同学担任，在新生班级中起着不可或缺的纽带作用。
    “我喜欢参加各种各样的活动， 想和小葡萄们一起玩，也为学校做一点事，所以就报名当助教了。”英语专…"
,,
,,
2015-09-14 15:16,【暨南新面孔系列之二】初入暨南园,"初遇暨珠 很温暖
    当我迈下车，迎面而来的不仅有纯净的风与阳光，还有一张张绽放着温暖微笑的脸庞。在这片葱茏广袤的绿色中，洁白的建筑优雅地伫立，志愿者们活跃的红色身影书写着青春与热情的赞歌。
 
    在友好的保安大叔的指引下，我来到了图书馆架空层。会场中人影匆匆，忙碌而不失有序。我绕着红色的长桌走了…"
2015-06-13 09:55,赤脚践行赤心 深旅播撒深情 ---中央电视台报道深圳旅游学院郑鹏翔同学的…," 

	
	    引言：2015年6月初，暨南大学深圳旅游学院郑鹏翔作为大学生创业典型人物，出现在中央电视台财经频道的《第一时间》栏目中。短片简要报道了郑鹏翔在校创 业的成果，引发了社会上不小的关注。在此，我们想更深入地为大家介绍郑鹏翔的在大学期间的成长故事和创业历程，于是就有了以下这篇约访。
	 
	
	     …"
2015-06-10 10:50,“优秀”是如何“炼”成的,"    · 你以为最牛博士就是能在SCI一区发表两篇论文？“十佳党员”、生命科学技术学院博士生付耀武还是沉着冷静的灭火英雄，水生所实验室的大师兄，带领师弟师妹们潜心科研。
    · 你以为最牛学霸就是每天泡馆学习拿高绩点？“十佳党员”、理工学院本科生马凯捷还在四年期间听了132场…"
2015-05-26 10:46,暨珠创行团队前往珠海小林小学宣讲鹤舞知识,"    5月22日下午，暨南大学珠海校区创行团队奔赴珠海市金湾区小林实验小学，给四年级的四个班，共204位同学带来了“鹤舞升平”——珠海市非物质文化遗产进校园之三灶鹤舞知识宣讲活动。
    5月的珠海阴雨绵绵，创行团队一行11人仍然准时到达了小林实验小学。在简单的自我介绍后，“小老师&rdq…"
,,
2015-05-18 11:11,世界那么大，一起来看看？, 5月11日晚，“暨南梦·人文行：世界文化之旅”决赛在珠海校区学生活动中心成功举行，现场笑声连连，精彩不断。
2015-05-15 10:57,闪耀在暨南园的“星星”,“5A卓越引领计划”积极配合我校“宁静致远”工程实施，成为了学生学习的“第二课堂”，共表彰了20个“5A卓越班集体”，10名“暨南好班长”，300名“优秀学子奖励计划”标兵奖获得者。
2015-05-15 10:57,闪耀在暨南园的“星星”,“5A卓越引领计划”积极配合我校“宁静致远”工程实施，成为了学生学习的“第二课堂”，共表彰了20个“5A卓越班集体”，10名“暨南好班长”，300名“优秀学子奖励计划”标兵奖获得者。
2015-05-13 13:32,暨珠Gobay——电子产品购物新体验,“Gobay”是暨南大学珠海校区首个线上全面电子产品店，是由电气信息学院13级学生司武洋创建。谈及“Gobay”，司武洋充满信心，这一切是源于他平日的学习与沉淀。
2015-05-06 15:39,南校区师生“晨跑夜跑”有了新路线,"    4月30日下午，南校区“五一”环校跑活动在五洲广场拉开帷幕，刘洁生副校长和近百名师生一同参加了活动。 
    刘洁生表示，开展环校跑活动的主要目的是丰富校园生活，大力推动全民健康活动的广泛开展，强健师生体魄，增强集体凝聚力，弘扬暨南人自强不息、开拓进取精神。随后，刘洁生带领师生们沿着&ldquo…"
2015-04-27 10:23,暨南有寻觅你的目光：同窗解密你不知道的汪国真,"    2015年4月26日，凌晨两点十分，著名诗人汪国真因肝癌于北京逝世。
    1978年秋季，汪国真入读暨南大学中文系。也是在暨大，汪国真发表自己的“处女作”，从此开启了自己的“诗歌路”。
    2006年，暨大百年校庆时，他不仅接受了校庆电视专题片《百年暨南》的采访，参加了庆典活动，还为精心…"
2015-04-21 11:37,暨大学子“新女神”蔡洁闪耀香港电影金像奖红毯,"     第三十四届香港电影金像奖19日晚于香港文化中心落幕，除星光熠熠的最佳男女演员奖外，代表“新女神”的最佳新演员奖也备受关注。艺术学院影视系2011届毕业生蔡洁凭借电影《人间小团圆》中小护士一角的优秀表现获最佳新演员奖提名。

（《人间小团圆》剧照）
    蔡洁2011年毕业于暨南大学艺术学院影视…"
,,
2015-04-21 08:36,进取之星黎广志 ：香港少年的逆袭之路,"    黎广志是典型的香港男生，T恤加牛仔裤，笑容腼腆，还有不甚标准的普通话。“我的普通话已经好了很多，现在能正常跟别人交流了。但是大一刚来的时候，既说不好也听不懂，日子真的很难过。”黎广志笑着说。

进取之星合影（后排左二为黎广志）
   从学渣成长为学霸
    黎广志是以港澳台免试招生的形式入…"
2015-04-13 11:38,“兵爽一夏”真人枪战在暨珠打响,"    雨夜漆黑，两队士兵在人迹鲜有的教学楼里来回穿梭。暗处，一名士兵扣下扳机，不远处另一名士兵头盔上的闪灯旋即熄灭，“You are LOST!”电子音在走廊中回响……你能想象吗？这一切，都发生在教学楼！
真人抢战 拼的是智力
    4月8日，暨南大学珠海校区创行团队（Enactus）主办的“兵爽…"
